date,sector,sentiment_score,ticker_count,tickers_with_headlines,headline_count,sentiment_lag1
2020-01-16,Healthcare,0.4,5,4,8,0.2
2020-01-16,Industrials,0.2,5,2,4,0.6
2020-01-16,Materials,0.4,5,4,4,0.2
2020-01-16,RealEstate,0.2,5,3,3,0.2
2020-01-16,Tech,0.7,5,4,19,0.4
2020-01-16,Utilities,0.2,5,4,11,0.2
2020-01-17,Comm,0.0,5,3,8,0.6
2020-01-17,Consumer,0.6,5,5,23,0.2
2020-01-17,Energy,0.27999999999999997,5,4,31,0.4
2020-01-17,Financials,0.6,5,5,17,0.6666666666666666
2020-01-17,Healthcare,-0.2,5,3,11,0.4
2020-01-17,Industrials,0.4,5,4,12,0.2
2020-01-17,Materials,0.2,5,3,5,0.4
2020-01-17,RealEstate,0.2,5,2,3,0.2
2020-01-17,Tech,0.9,5,5,38,0.7
2020-01-17,Utilities,0.2,5,5,17,0.2
2020-01-21,Comm,0.4,5,4,19,0.0
2020-01-21,Consumer,0.8,5,5,51,0.6
2020-01-21,Energy,0.1,5,4,28,0.27999999999999997
2020-01-21,Financials,0.7333333333333334,5,5,29,0.6
2020-01-21,Healthcare,0.4,5,5,21,-0.2
2020-01-21,Industrials,0.26666666666666666,5,5,16,0.4
2020-01-21,Materials,0.2,5,4,11,0.2
2020-01-21,RealEstate,0.4,5,3,7,0.2
2020-01-21,Tech,0.5,5,5,44,0.9
2020-01-21,Utilities,0.2,5,5,15,0.2
2020-01-22,Comm,0.0,5,3,4,0.4
2020-01-22,Consumer,0.5333333333333333,5,5,32,0.8
2020-01-22,Energy,0.6,5,4,11,0.1
2020-01-22,Financials,0.0,5,3,4,0.7333333333333334
2020-01-22,Healthcare,0.8,5,4,13,0.4
2020-01-22,Industrials,0.2,5,3,12,0.26666666666666666
2020-01-22,Materials,-0.2,5,3,4,0.2
2020-01-22,RealEstate,0.2,5,3,7,0.4
2020-01-22,Tech,0.4,5,4,14,0.5
2020-01-22,Utilities,0.8,5,4,18,0.2
2020-01-23,Comm,0.5599999999999999,5,5,22,0.0
2020-01-23,Consumer,0.6,5,5,22,0.5333333333333333
2020-01-23,Energy,0.0,5,5,17,0.6
2020-01-23,Financials,0.2,5,5,14,0.0
2020-01-23,Healthcare,0.4,5,5,20,0.8
2020-01-23,Industrials,0.4,5,4,14,0.2
2020-01-23,Materials,0.4,5,5,9,-0.2
2020-01-23,RealEstate,0.4,5,3,4,0.2
2020-01-23,Tech,0.4545454545454545,5,5,36,0.4
2020-01-23,Utilities,0.0,5,4,8,0.8
2020-01-24,Comm,0.5,5,4,24,0.5599999999999999
2020-01-24,Consumer,0.34285714285714286,5,5,23,0.6
2020-01-24,Energy,0.26666666666666666,5,5,14,0.0
2020-01-24,Financials,-0.26666666666666666,5,3,6,0.2
2020-01-24,Healthcare,0.4,5,5,14,0.4
2020-01-24,Industrials,0.2,5,3,11,0.4
2020-01-24,Materials,0.0,5,3,11,0.4
2020-01-24,RealEstate,0.0,5,2,5,0.4
2020-01-24,Tech,0.6380952380952382,5,5,46,0.4545454545454545
2020-01-24,Utilities,0.4,5,5,28,0.0
2020-01-27,Comm,-0.08,5,4,20,0.5
2020-01-27,Consumer,0.6,5,5,42,0.34285714285714286
2020-01-27,Energy,-0.2,5,5,22,0.26666666666666666
2020-01-27,Financials,0.33333333333333337,5,3,5,-0.26666666666666666
2020-01-27,Healthcare,0.8666666666666666,5,5,23,0.4
2020-01-27,Industrials,-0.13333333333333336,5,5,18,0.2
2020-01-27,Materials,-0.2,5,4,14,0.0
2020-01-27,RealEstate,0.2,5,3,6,0.0
2020-01-27,Tech,0.0,5,5,31,0.6380952380952382
2020-01-27,Utilities,0.4,5,4,21,0.4
2020-01-28,Comm,0.4,5,4,15,-0.08
2020-01-28,Consumer,0.34285714285714286,5,4,37,0.6
2020-01-28,Energy,0.2,5,2,6,-0.2
2020-01-28,Financials,0.2,5,4,10,0.33333333333333337
2020-01-28,Healthcare,1.0,5,5,12,0.8666666666666666
2020-01-28,Industrials,-0.14285714285714288,5,4,34,-0.13333333333333336
2020-01-28,Materials,0.2,5,5,16,-0.2
2020-01-28,RealEstate,0.2,5,3,4,0.2
2020-01-28,Tech,0.4333333333333333,5,4,30,0.0
2020-01-28,Utilities,0.6,5,4,14,0.4
2020-01-29,Comm,0.6,5,4,11,0.4
2020-01-29,Consumer,0.16,5,5,35,0.34285714285714286
2020-01-29,Energy,0.2,5,4,13,0.2
2020-01-29,Financials,0.0,5,4,7,0.2
2020-01-29,Healthcare,0.6,5,5,12,1.0
2020-01-29,Industrials,0.27999999999999997,5,4,28,-0.14285714285714288
2020-01-29,Materials,0.13333333333333333,5,3,20,0.2
2020-01-29,RealEstate,0.0,5,3,5,0.2
2020-01-29,Tech,0.5714285714285714,5,4,33,0.4333333333333333
2020-01-29,Utilities,0.6,5,4,11,0.6
2020-01-30,Comm,0.13333333333333336,5,4,18,0.6
2020-01-30,Consumer,0.4909090909090909,5,5,40,0.16
2020-01-30,Energy,0.4,5,4,15,0.2
2020-01-30,Financials,0.0,5,3,9,0.0
2020-01-30,Healthcare,0.24,5,3,16,0.6
2020-01-30,Industrials,0.2,5,4,13,0.27999999999999997
2020-01-30,Materials,-0.2,5,4,32,0.13333333333333333
2020-01-30,RealEstate,0.2,5,5,7,0.0
2020-01-30,Tech,0.2,5,4,21,0.5714285714285714
2020-01-30,Utilities,-0.02666666666666666,5,4,11,0.6
2020-01-31,Comm,0.3666666666666667,5,4,15,0.13333333333333336
2020-01-31,Consumer,0.5733333333333334,5,4,25,0.4909090909090909
2020-01-31,Energy,0.06222222222222222,5,5,31,0.4
2020-01-31,Financials,0.0,5,4,12,0.0
2020-01-31,Healthcare,0.2,5,4,25,0.24
2020-01-31,Industrials,-0.046153846153846156,5,5,26,0.2
2020-01-31,Materials,-0.06666666666666665,5,4,15,-0.2
2020-01-31,RealEstate,0.2,5,3,4,0.2
2020-01-31,Tech,0.4666666666666667,5,4,15,0.2
2020-01-31,Utilities,0.2,5,4,9,-0.02666666666666666
2020-02-03,Comm,0.12,5,5,21,0.3666666666666667
2020-02-03,Consumer,0.8,5,5,39,0.5733333333333334
2020-02-03,Energy,0.05714285714285714,5,5,25,0.06222222222222222
2020-02-03,Financials,0.2,5,4,6,0.0
2020-02-03,Healthcare,0.6666666666666666,5,5,51,0.2
2020-02-03,Industrials,0.4,5,5,14,-0.046153846153846156
2020-02-03,Materials,0.4,5,4,12,-0.06666666666666665
2020-02-03,RealEstate,0.2,5,2,3,0.2
2020-02-03,Tech,0.4,5,3,11,0.4666666666666667
2020-02-03,Utilities,0.36,5,4,14,0.2
2020-02-04,Comm,0.6,5,5,17,0.12
2020-02-04,Consumer,0.8,5,5,52,0.8
2020-02-04,Energy,0.33333333333333337,5,5,20,0.05714285714285714
2020-02-04,Financials,0.4,5,4,6,0.2
2020-02-04,Healthcare,0.24,5,4,26,0.6666666666666666
2020-02-04,Industrials,0.2,5,4,11,0.4
2020-02-04,Materials,0.2,5,4,7,0.4
2020-02-04,RealEstate,0.4,5,4,8,0.2
2020-02-04,Tech,0.6,5,5,20,0.4
2020-02-04,Utilities,0.4,5,4,7,0.36
2020-02-05,Comm,0.2,5,4,12,0.6
2020-02-05,Consumer,-0.11428571428571428,5,4,43,0.8
2020-02-05,Energy,0.8,5,5,18,0.33333333333333337
2020-02-05,Financials,-0.2,5,3,4,0.4
2020-02-05,Healthcare,0.6266666666666667,5,5,50,0.24
2020-02-05,Industrials,0.4,5,4,12,0.2
2020-02-05,Materials,0.4,5,4,9,0.2
2020-02-05,RealEstate,0.0,5,1,3,0.4
2020-02-05,Tech,0.6,5,4,32,0.6
2020-02-05,Utilities,0.6,5,5,18,0.4
2020-02-06,Comm,0.8,5,5,19,0.2
2020-02-06,Consumer,0.4,5,4,24,-0.11428571428571428
2020-02-06,Energy,0.26666666666666666,5,4,11,0.8
2020-02-06,Financials,0.4,5,5,11,-0.2
2020-02-06,Healthcare,0.8,5,5,25,0.6266666666666667
2020-02-06,Industrials,0.0,5,2,6,0.4
2020-02-06,Materials,0.4,5,4,14,0.4
2020-02-06,RealEstate,0.2,5,4,7,0.0
2020-02-06,Tech,0.4444444444444445,5,5,22,0.6
2020-02-06,Utilities,0.6,5,4,12,0.6
2020-02-07,Comm,-0.2,5,4,13,0.8
2020-02-07,Consumer,0.32,5,4,21,0.4
2020-02-07,Energy,0.0,5,5,14,0.26666666666666666
2020-02-07,Financials,0.2,5,3,9,0.4
2020-02-07,Healthcare,0.2,5,5,25,0.8
2020-02-07,Industrials,0.2,5,2,6,0.0
2020-02-07,Materials,0.16,5,3,9,0.4
2020-02-07,RealEstate,0.0,5,2,3,0.2
2020-02-07,Tech,0.12000000000000002,5,5,13,0.4444444444444445
2020-02-07,Utilities,0.2,5,4,11,0.6
2020-02-10,Comm,0.3,5,4,20,-0.2
2020-02-10,Consumer,0.6285714285714286,5,5,37,0.32
2020-02-10,Energy,0.2,5,5,11,0.0
2020-02-10,Financials,0.4,5,3,6,0.2
2020-02-10,Healthcare,0.6666666666666666,5,4,25,0.2
2020-02-10,Industrials,0.2,5,4,19,0.2
2020-02-10,Materials,0.0,5,5,7,0.16
2020-02-10,RealEstate,0.2,5,4,13,0.0
2020-02-10,Tech,1.0,5,5,24,0.12000000000000002
2020-02-10,Utilities,0.2,5,4,10,0.2
2020-02-11,Comm,0.4,5,4,24,0.3
2020-02-11,Consumer,0.4,5,5,28,0.6285714285714286
2020-02-11,Energy,0.6,5,5,21,0.2
2020-02-11,Financials,0.2,5,4,11,0.4
2020-02-11,Healthcare,0.3333333333333333,5,3,17,0.6666666666666666
2020-02-11,Industrials,0.4,5,4,7,0.2
2020-02-11,Materials,0.2,5,5,14,0.0
2020-02-11,RealEstate,0.42000000000000004,5,3,14,0.2
2020-02-11,Tech,0.49333333333333335,5,4,28,1.0
2020-02-11,Utilities,-0.08,5,4,26,0.2
2020-02-12,Comm,0.8,5,5,18,0.4
2020-02-12,Consumer,0.6,5,5,26,0.4
2020-02-12,Energy,0.2,5,5,17,0.6
2020-02-12,Financials,0.2,5,4,6,0.2
2020-02-12,Healthcare,0.8,5,4,15,0.3333333333333333
2020-02-12,Industrials,0.6,5,5,7,0.4
2020-02-12,Materials,0.0,5,4,4,0.2
2020-02-12,RealEstate,0.4,5,2,5,0.42000000000000004
2020-02-12,Tech,0.6666666666666667,5,4,15,0.49333333333333335
2020-02-12,Utilities,0.6,5,4,17,-0.08
2020-02-13,Comm,0.8,5,5,20,0.8
2020-02-13,Consumer,0.7,5,5,37,0.6
2020-02-13,Energy,0.4,5,4,22,0.2
2020-02-13,Financials,0.6,5,5,12,0.2
2020-02-13,Healthcare,0.8,5,5,14,0.8
2020-02-13,Industrials,0.2,5,5,14,0.6
2020-02-13,Materials,0.4,5,3,13,0.0
2020-02-13,RealEstate,0.2,5,4,12,0.4
2020-02-13,Tech,0.4,5,4,19,0.6666666666666667
2020-02-13,Utilities,0.18333333333333332,5,4,28,0.6
2020-02-14,Comm,0.0,5,1,1,0.8
2020-02-14,Consumer,0.6,5,5,23,0.7
2020-02-14,Energy,0.0,5,4,12,0.4
2020-02-14,Financials,-0.2,5,3,7,0.6
2020-02-14,Healthcare,0.2,5,4,7,0.8
2020-02-14,Industrials,0.8,5,5,13,0.2
2020-02-14,Materials,0.2,5,3,10,0.4
2020-02-14,RealEstate,0.4,5,4,9,0.2
2020-02-14,Tech,0.5888888888888889,5,4,45,0.4
2020-02-14,Utilities,0.6,5,4,19,0.18333333333333332
2020-02-18,Comm,0.4,5,5,23,0.0
2020-02-18,Consumer,0.25,5,5,54,0.6
2020-02-18,Energy,0.4666666666666666,5,5,22,0.0
2020-02-18,Financials,-0.2,5,5,20,-0.2
2020-02-18,Healthcare,0.6761904761904762,5,4,30,0.2
2020-02-18,Industrials,-0.2,5,3,5,0.8
2020-02-18,Materials,0.24,5,5,24,0.2
2020-02-18,RealEstate,0.4,5,4,14,0.4
2020-02-18,Tech,0.2533333333333333,5,5,28,0.5888888888888889
2020-02-18,Utilities,0.5,5,4,33,0.6
2020-02-19,Comm,0.4,5,2,7,0.4
2020-02-19,Consumer,0.6,5,5,20,0.25
2020-02-19,Energy,0.2,5,4,9,0.4666666666666666
2020-02-19,Financials,0.2,5,4,8,-0.2
2020-02-19,Healthcare,0.6,5,5,19,0.6761904761904762
2020-02-19,Industrials,0.0,5,4,6,-0.2
2020-02-19,Materials,0.2,5,3,8,0.24
2020-02-19,RealEstate,0.8,5,5,11,0.4
2020-02-19,Tech,1.0,5,5,28,0.2533333333333333
2020-02-19,Utilities,-0.1,5,3,13,0.5
2020-02-20,Comm,0.4,5,3,15,0.4
2020-02-20,Consumer,0.2,5,5,18,0.6
2020-02-20,Energy,0.2,5,3,8,0.2
2020-02-20,Financials,0.02857142857142856,5,4,43,0.2
2020-02-20,Healthcare,0.2,5,3,11,0.6
2020-02-20,Industrials,0.2,5,4,10,0.0
2020-02-20,Materials,0.13333333333333333,5,3,18,0.2
2020-02-20,RealEstate,0.6,5,4,13,0.8
2020-02-20,Tech,0.0,5,5,30,1.0
2020-02-20,Utilities,-0.02666666666666666,5,5,27,-0.1
2020-02-21,Comm,0.6,5,3,7,0.4
2020-02-21,Consumer,0.6,5,4,22,0.2
2020-02-21,Energy,-0.8,5,5,15,0.2
2020-02-21,Financials,0.16,5,5,19,0.02857142857142856
2020-02-21,Healthcare,0.6,5,4,14,0.2
2020-02-21,Industrials,0.6,5,5,7,0.2
2020-02-21,Materials,0.4,5,3,9,0.13333333333333333
2020-02-21,RealEstate,0.4,5,4,5,0.6
2020-02-21,Tech,-0.4,5,5,16,0.0
2020-02-21,Utilities,0.4,5,2,10,-0.02666666666666666
2020-02-24,Comm,0.2,5,3,10,0.6
2020-02-24,Consumer,0.33333333333333337,5,5,28,0.6
2020-02-24,Energy,-0.33333333333333337,5,5,24,-0.8
2020-02-24,Financials,0.06666666666666667,5,4,15,0.16
2020-02-24,Healthcare,0.6,5,5,28,0.6
2020-02-24,Industrials,0.6,5,5,21,0.6
2020-02-24,Materials,0.36666666666666664,5,5,22,0.4
2020-02-24,RealEstate,0.0,5,3,7,0.4
2020-02-24,Tech,0.4333333333333333,5,5,24,-0.4
2020-02-24,Utilities,0.2,5,5,13,0.4
2020-02-25,Comm,0.0,5,3,5,0.2
2020-02-25,Consumer,0.2,5,5,29,0.33333333333333337
2020-02-25,Energy,-0.6,5,5,17,-0.33333333333333337
2020-02-25,Financials,-0.06666666666666667,5,5,15,0.06666666666666667
2020-02-25,Healthcare,0.33333333333333337,5,5,24,0.6
2020-02-25,Industrials,-0.3,5,4,9,0.6
2020-02-25,Materials,-0.2,5,3,6,0.36666666666666664
2020-02-25,RealEstate,0.06666666666666667,5,4,18,0.0
2020-02-25,Tech,0.6666666666666666,5,5,15,0.4333333333333333
2020-02-25,Utilities,0.8,5,4,12,0.2
2020-02-26,Comm,0.3,5,4,10,0.0
2020-02-26,Consumer,0.27,5,5,49,0.2
2020-02-26,Energy,0.5,5,5,17,-0.6
2020-02-26,Financials,0.4,5,5,15,-0.06666666666666667
2020-02-26,Healthcare,0.5,5,5,32,0.33333333333333337
2020-02-26,Industrials,0.0,5,3,15,-0.3
2020-02-26,Materials,0.2,5,3,4,-0.2
2020-02-26,RealEstate,0.13333333333333336,5,5,22,0.06666666666666667
2020-02-26,Tech,0.6666666666666666,5,5,20,0.6666666666666666
2020-02-26,Utilities,0.4,5,2,5,0.8
2020-02-27,Comm,0.4,5,4,8,0.3
2020-02-27,Consumer,0.09523809523809523,5,5,30,0.27
2020-02-27,Energy,0.05714285714285714,5,5,32,0.5
2020-02-27,Financials,0.2,5,5,16,0.4
2020-02-27,Healthcare,0.34285714285714286,5,5,37,0.5
2020-02-27,Industrials,0.6,5,4,12,0.0
2020-02-27,Materials,-0.2,5,4,12,0.2
2020-02-27,RealEstate,-0.26666666666666666,5,4,19,0.13333333333333336
2020-02-27,Tech,-0.8,5,5,24,0.6666666666666666
2020-02-27,Utilities,0.06666666666666667,5,5,21,0.4
2020-02-28,Comm,0.0,5,5,17,0.4
2020-02-28,Consumer,-0.06666666666666665,5,5,26,0.09523809523809523
2020-02-28,Energy,0.4,5,5,26,0.05714285714285714
2020-02-28,Financials,-0.4666666666666666,5,4,16,0.2
2020-02-28,Healthcare,0.11111111111111112,5,5,27,0.34285714285714286
2020-02-28,Industrials,-0.08,5,4,16,0.6
2020-02-28,Materials,-0.2,5,3,8,-0.2
2020-02-28,RealEstate,-0.22857142857142856,5,5,19,-0.26666666666666666
2020-02-28,Tech,0.4,5,3,9,-0.8
2020-02-28,Utilities,-0.8,5,4,12,0.06666666666666667
2020-03-02,Comm,0.8,5,4,17,0.0
2020-03-02,Consumer,0.3333333333333333,5,5,40,-0.06666666666666665
2020-03-02,Energy,-0.2,5,4,16,0.4
2020-03-02,Financials,0.6,5,4,11,-0.4666666666666666
2020-03-02,Healthcare,0.975,5,5,46,0.11111111111111112
2020-03-02,Industrials,0.0,5,4,8,-0.08
2020-03-02,Materials,0.4,5,5,12,-0.2
2020-03-02,RealEstate,0.33333333333333337,5,3,14,-0.22857142857142856
2020-03-02,Tech,0.6,5,5,20,0.4
2020-03-02,Utilities,0.4,5,5,13,-0.8
2020-03-03,Comm,0.2,5,4,11,0.8
2020-03-03,Consumer,0.1,5,5,28,0.3333333333333333
2020-03-03,Energy,0.24761904761904763,5,5,23,-0.2
2020-03-03,Financials,-0.8666666666666666,5,5,16,0.6
2020-03-03,Healthcare,0.2,5,5,19,0.975
2020-03-03,Industrials,0.0,5,2,5,0.0
2020-03-03,Materials,0.33333333333333337,5,3,8,0.4
2020-03-03,RealEstate,0.0,5,3,6,0.33333333333333337
2020-03-03,Tech,0.15555555555555553,5,5,24,0.6
2020-03-03,Utilities,0.4,5,4,9,0.4
2020-03-04,Comm,0.0,5,4,7,0.2
2020-03-04,Consumer,0.32,5,5,24,0.1
2020-03-04,Energy,0.16666666666666666,5,5,19,0.24761904761904763
2020-03-04,Financials,0.6,5,5,14,-0.8666666666666666
2020-03-04,Healthcare,0.5333333333333333,5,5,23,0.2
2020-03-04,Industrials,0.2,5,5,20,0.0
2020-03-04,Materials,0.2,5,3,4,0.33333333333333337
2020-03-04,RealEstate,0.4666666666666666,5,3,7,0.0
2020-03-04,Tech,1.0,5,5,18,0.15555555555555553
2020-03-04,Utilities,0.64,5,4,10,0.4
2020-03-05,Comm,0.4,5,5,10,0.0
2020-03-05,Consumer,0.0,5,5,27,0.32
2020-03-05,Energy,-0.1,5,5,20,0.16666666666666666
2020-03-05,Financials,0.16666666666666666,5,5,17,0.6
2020-03-05,Healthcare,0.6666666666666666,5,4,22,0.5333333333333333
2020-03-05,Industrials,-0.4,5,4,12,0.2
2020-03-05,Materials,0.0,5,3,8,0.2
2020-03-05,RealEstate,0.2,5,3,3,0.4666666666666666
2020-03-05,Tech,0.0,5,5,14,1.0
2020-03-05,Utilities,0.4,5,4,7,0.64
2020-03-06,Comm,0.0,5,2,6,0.4
2020-03-06,Consumer,0.25,5,4,26,0.0
2020-03-06,Energy,-0.5714285714285714,5,5,29,-0.1
2020-03-06,Financials,-0.05333333333333333,5,4,17,0.16666666666666666
2020-03-06,Healthcare,0.2,5,3,19,0.6666666666666666
2020-03-06,Industrials,0.0,5,4,9,-0.4
2020-03-06,Materials,0.0,5,4,7,0.0
2020-03-06,RealEstate,0.4,5,2,3,0.2
2020-03-06,Tech,-0.18333333333333335,5,5,25,0.0
2020-03-06,Utilities,-0.6,5,4,12,0.4
2020-03-09,Comm,0.1,5,4,16,0.0
2020-03-09,Consumer,0.2,5,5,31,0.25
2020-03-09,Energy,-0.5657142857142857,5,5,54,-0.5714285714285714
2020-03-09,Financials,-0.6,5,5,25,-0.05333333333333333
2020-03-09,Healthcare,0.4,5,5,34,0.2
2020-03-09,Industrials,-0.2,5,5,13,0.0
2020-03-09,Materials,0.0,5,4,17,0.0
2020-03-09,RealEstate,-0.2,5,4,7,0.4
2020-03-09,Tech,-0.1,5,5,21,-0.18333333333333335
2020-03-09,Utilities,0.4,5,4,12,-0.6
2020-03-10,Comm,0.8,5,5,18,0.1
2020-03-10,Consumer,0.4,5,4,26,0.2
2020-03-10,Energy,0.2,5,5,48,-0.5657142857142857
2020-03-10,Financials,0.6,5,5,21,-0.6
2020-03-10,Healthcare,0.2,5,3,19,0.4
2020-03-10,Industrials,0.2,5,5,12,-0.2
2020-03-10,Materials,0.2,5,4,10,0.0
2020-03-10,RealEstate,0.0,5,3,3,-0.2
2020-03-10,Tech,1.0,5,5,9,-0.1
2020-03-10,Utilities,0.2,5,4,6,0.4
2020-03-11,Comm,0.0,5,4,9,0.8
2020-03-11,Consumer,-0.2,5,4,23,0.4
2020-03-11,Energy,0.02857142857142859,5,5,33,0.2
2020-03-11,Financials,0.0,5,5,10,0.6
2020-03-11,Healthcare,0.0,5,5,22,0.2
2020-03-11,Industrials,-0.26666666666666666,5,4,14,0.2
2020-03-11,Materials,0.4666666666666666,5,3,21,0.2
2020-03-11,RealEstate,0.2,5,5,7,0.0
2020-03-11,Tech,0.06666666666666668,5,5,17,1.0
2020-03-11,Utilities,0.0,5,4,7,0.2
2020-03-12,Comm,0.13333333333333336,5,3,12,0.0
2020-03-12,Consumer,0.3111111111111111,5,5,47,-0.2
2020-03-12,Energy,-0.033333333333333326,5,5,29,0.02857142857142859
2020-03-12,Financials,0.0,5,5,22,0.0
2020-03-12,Healthcare,-0.2,5,5,21,0.0
2020-03-12,Industrials,-0.6,5,5,18,-0.26666666666666666
2020-03-12,Materials,-0.3333333333333333,5,3,11,0.4666666666666666
2020-03-12,RealEstate,-0.2,5,4,6,0.2
2020-03-12,Tech,-0.09333333333333332,5,5,26,0.06666666666666668
2020-03-12,Utilities,-0.8,5,4,26,0.0
2020-03-13,Comm,0.25333333333333335,5,3,16,0.13333333333333336
2020-03-13,Consumer,0.29523809523809524,5,3,31,0.3111111111111111
2020-03-13,Energy,0.75,5,5,30,-0.033333333333333326
2020-03-13,Financials,0.8,5,5,15,0.0
2020-03-13,Healthcare,0.4,5,4,15,-0.2
